restaurant_id,zomato_rating,zomato_total_reviews,zomato_delivery_fee_inr,zomato_avg_delivery_time_minutes,zomato_platform_commission_pct,zomato_discount_frequency_pct,zomato_estimated_monthly_orders,zomato_estimated_monthly_revenue_inr,zomato_estimated_net_profit_inr,zomato_market_share_pct
REST001869,4,1376,66,39,21,21,106,77375,73877,45
REST001870,4.1,1066,41,45,18,22,228,85440,80766,48
REST001871,4.5,3601,33,30,20,22,251,206221,202080,58
REST001872,3.6,1673,66,43,20,13,158,82539,77325,44
REST001873,4.2,1940,35,29,18,10,109,101178,99270,40
REST001874,4.2,3692,95,58,17,17,137,111094,104587,53
REST001875,4,463,42,38,18,13,248,128523,123315,52
REST001876,4.4,4920,40,39,20,10,239,244162,239382,48
REST001877,3.1,2199,79,49,26,10,214,223604,215151,36
REST001878,4.2,2528,66,41,13,10,157,126345,121164,45
REST001879,3.9,1978,73,50,25,7,266,256158,246449,45
REST001880,3.4,2621,90,51,19,14,172,122322,114582,51
REST001881,3.7,3955,40,38,21,11,93,13004,11144,40
REST001882,3.7,1200,82,52,20,14,135,31428,25893,46
REST001883,3.5,3355,50,45,15,9,108,23776,21076,55
REST001884,4.4,3876,69,48,28,21,272,44064,34680,40
REST001885,3.7,2959,30,26,21,11,204,33682,30622,47
REST001886,3.7,687,86,39,23,12,327,329844,315783,29
REST001887,3.8,3696,30,26,22,5,213,90214,87019,58
REST001888,4.2,3424,76,53,20,11,208,133952,126048,52
REST001889,4.1,3949,84,43,21,19,213,181563,172617,39
REST001890,3.7,3409,30,26,22,15,93,31845,30450,44
REST001891,4.3,1097,87,47,24,19,348,165828,150690,28
REST001892,4.2,642,70,47,22,19,359,154851,142286,43
REST001893,3.7,4288,78,58,19,6,174,178711,171925,45
REST001894,4.3,2807,36,32,20,19,246,206443,202015,38
REST001895,4.5,556,43,32,21,28,245,197808,192540,46
REST001896,4.7,2882,30,34,12,22,176,173465,170825,47
REST001897,4.3,2301,69,38,25,22,354,356301,344088,38
REST001898,3.5,200,50,33,23,9,205,215780,210655,60
REST001899,4.1,4048,59,37,20,16,217,252761,246360,35
REST001900,3.8,2141,56,51,13,8,137,161740,157904,48
REST001901,4.3,2584,66,51,24,12,349,88324,76807,43
REST001902,4.7,1547,70,41,17,24,154,159902,154512,51
REST001903,4,3517,49,39,21,15,101,92077,89603,46
REST001904,3.7,3729,44,32,22,13,188,108513,104377,42
REST001905,4,4372,36,24,21,13,209,218770,215008,49
REST001906,3.5,1475,87,47,13,9,147,44377,37983,52
REST001907,3.7,3227,45,33,27,15,282,236739,230394,34
REST001908,4.2,1710,73,37,17,24,123,55434,50945,44
REST001909,4.3,64,55,36,20,14,254,106273,99288,49
REST001910,4,4664,66,40,23,12,270,154677,145767,31
REST001911,3.9,4868,38,39,23,13,196,209476,205752,45
REST001912,3.7,650,37,36,18,15,224,34348,30204,54
REST001913,4.3,1378,44,41,17,10,118,34964,32368,36
REST001914,3.5,3935,79,51,18,9,165,194561,188043,43
REST001915,4,224,42,32,19,22,202,204361,200119,41
REST001916,4.2,4408,33,26,22,23,145,26013,23620,52
REST001917,4,3198,71,52,19,15,216,44614,36946,53
REST001918,3.7,3655,89,51,23,6,184,94075,85887,46
REST001919,4,4666,30,31,22,23,269,81829,77794,54
REST001920,3.6,1541,38,34,22,12,242,258412,253814,51
REST001921,4.6,2659,91,54,12,30,160,102080,94800,45
REST001922,4.7,1656,41,32,18,28,315,257266,250809,46
REST001923,4,1698,65,48,26,13,295,131198,121610,34
REST001924,4.1,350,31,27,19,15,139,64964,62809,48
REST001925,3.8,3711,71,39,12,5,138,149371,144472,52
REST001926,3.5,4706,38,23,16,12,154,106851,103925,50
REST001927,3.9,4082,71,43,18,12,182,165805,159344,48
REST001928,4.3,3310,72,41,28,19,374,125753,112289,44
REST001929,3.2,4754,60,51,16,8,109,116739,113469,49
REST001930,3.6,1173,54,50,17,6,158,159335,155069,56
REST001931,4.1,318,36,33,19,13,186,97477,94129,57
REST001932,4.3,881,42,43,22,13,148,62222,59114,54
REST001933,3.6,4860,42,33,23,7,88,65252,63404,55
REST001934,3.7,744,56,42,14,5,150,163314,159114,47
REST001935,3.8,2474,38,33,20,7,239,120264,115723,55
REST001936,4.6,719,40,30,24,20,332,140037,133397,36
REST001937,4,3231,31,36,19,14,169,189866,187246,50
REST001938,3.5,3918,30,26,17,11,127,49753,47848,43
REST001939,3.1,733,81,45,22,6,87,32233,28710,36
REST001940,3.5,3018,60,44,22,10,216,221719,215239,48
REST001941,4.2,1576,61,38,21,21,148,19876,15362,36
REST001942,4.1,2833,30,33,22,19,186,186282,183492,47
REST001943,4.7,4627,30,30,26,23,334,40534,35524,33
REST001944,3.7,2617,50,32,23,11,111,45213,42438,41
REST001945,4.3,3532,30,36,23,22,198,73638,70668,44
REST001946,4,2546,83,46,23,10,100,44891,40741,52
REST001947,4,2515,57,35,27,12,271,158659,150936,32
REST001948,4.3,167,64,41,17,7,135,153732,149412,49
REST001949,4.1,3141,49,39,20,14,187,95295,90713,40
REST001950,3.4,3748,30,27,20,8,116,48998,47258,52
REST001951,4.5,2327,46,42,21,34,158,58540,54906,43
REST001952,4.4,2183,49,35,23,22,151,109293,105594,42
REST001953,4.8,3625,40,34,21,26,156,94278,91158,51
REST001954,3.8,2717,71,37,14,6,142,25889,20848,53
REST001955,3.8,3977,43,36,20,15,178,203062,199235,40
REST001956,4.6,3185,30,30,19,39,161,101850,99435,35
REST001957,4.3,421,80,55,21,18,244,52430,42670,51
REST001958,3.8,3416,30,24,19,15,183,140670,137925,56
REST001959,4.1,2458,53,33,21,11,234,176171,169970,48
REST001960,4.3,3195,59,44,21,15,252,128605,121171,50
REST001961,4.2,272,70,47,18,10,136,90777,86017,54
REST001962,4,4183,33,35,19,17,135,80590,78363,36
REST001963,4.1,4417,55,41,21,14,122,48768,45413,40
REST001964,3.9,2712,34,31,22,15,104,89799,88031,37
REST001965,4.2,2609,83,44,18,21,141,159671,153819,57
REST001966,3.6,4973,73,48,20,7,205,76424,68941,49
REST001967,3.8,1817,30,28,18,6,193,101286,98391,43
REST001968,4.5,4689,30,28,22,22,269,258498,254463,54
REST001969,3.5,3000,80,40,13,5,130,123957,118757,57
REST001970,3.8,3542,33,33,23,11,198,116326,113059,53
REST001971,4,1978,41,30,21,17,180,169075,165385,51
REST001972,4.4,3590,42,35,21,22,251,61469,56198,54
REST001973,3.8,2631,30,22,20,10,209,143959,140824,54
REST001974,4.1,727,41,33,13,15,160,90480,87200,46
REST001975,4.2,3994,30,34,18,15,234,61209,57699,59
REST001976,3.3,4520,50,38,20,8,117,124675,121750,55
REST001977,4,993,64,43,22,22,155,181350,176390,44
REST001978,3.5,3026,80,40,18,13,100,80360,76360,50
REST001979,4.8,4572,43,38,26,20,369,90655,82722,27
REST001980,4,157,30,29,22,15,325,70219,65344,28
REST001981,3.8,1216,33,37,14,13,137,81884,79624,49
REST001982,4.4,4951,90,46,18,14,143,62030,55595,55
REST001983,2.9,229,75,42,28,13,230,195076,186451,29
REST001984,3.7,4646,60,49,16,12,123,66021,62331,50
REST001985,4,4220,94,48,17,15,134,116558,110260,48
REST001986,4.5,2842,79,53,25,20,272,148308,137564,33
REST001987,3.9,1167,53,30,19,7,137,160018,156388,47
REST001988,4,4913,59,39,17,10,128,50464,46688,48
REST001989,3.8,2294,57,35,23,8,200,151536,145836,55
REST001990,3.5,166,50,38,27,5,238,45346,39396,41
REST001991,4.1,2178,67,48,25,18,363,76774,64614,40
REST001992,3.7,1684,90,52,20,11,118,42102,36792,54
REST001993,3.7,2007,30,33,20,6,162,123120,120690,51
REST001994,3.8,1402,86,55,19,5,212,120032,110916,51
REST001995,4.2,3781,48,22,22,18,105,35298,32778,41
REST001996,4.4,802,61,44,20,19,110,85272,81917,45
REST001997,4.4,2798,94,57,20,18,260,138112,125892,52
REST001998,3.9,1505,30,32,22,13,221,149281,145966,42
REST001999,3.9,3479,32,36,23,9,306,121108,116212,43
REST002000,4.7,57,40,26,20,13,121,78408,75988,40
REST002001,3.7,2133,30,24,22,14,124,111711,109851,40
REST002002,3.4,1744,82,50,17,15,198,81348,73230,51
REST002003,3.8,4444,44,37,17,11,115,78078,75548,48
REST002004,4.9,2042,94,58,12,24,152,149142,141998,50
REST002005,4.2,4654,61,31,22,19,207,136433,130120,43
REST002006,3.7,3861,49,37,19,13,150,62815,59140,48
REST002007,3.7,1221,30,35,19,11,232,176832,173352,53
REST002008,3.8,1494,30,24,23,6,146,79818,77628,47
REST002009,4.5,4383,63,55,20,22,293,320424,311195,49
REST002010,4.3,1956,30,28,17,18,130,26759,24809,44
REST002011,3.9,2698,49,32,21,14,94,43813,41510,50
REST002012,3.9,69,92,47,23,15,186,158974,150418,40
REST002013,3.9,4360,56,44,13,12,145,159453,155393,49
REST002014,3.7,3379,30,27,25,14,331,197607,192642,40
REST002015,4.2,2026,84,46,21,24,234,236435,226607,39
REST002016,3.8,548,65,42,20,11,219,62896,55779,49
REST002017,4.8,2943,78,48,20,30,142,58958,53420,46
REST002018,4.6,480,71,54,22,25,305,60664,49837,50
REST002019,3.7,3784,38,34,23,8,246,160059,155385,45
REST002020,4.4,4216,37,32,17,20,136,27542,25026,58
REST002021,4.6,3005,56,34,19,26,232,210282,203786,36
REST002022,4,1524,47,35,19,19,215,130438,125385,36
REST002023,3.9,1749,45,37,21,6,189,39268,35016,42
REST002024,4.3,3430,30,20,17,16,153,158102,155807,59
REST002025,4.1,3579,42,35,19,15,241,171784,166723,55
REST002026,3.6,4581,91,56,21,9,199,74360,65305,41
REST002027,4.5,2113,35,32,20,27,274,92283,87488,54
REST002028,3.6,3395,87,55,23,13,228,194696,184778,51
REST002029,3.3,1568,63,39,20,10,217,221166,214330,50
REST002030,4.2,2743,47,28,23,15,262,193468,187311,52
REST002031,4.4,2009,47,40,13,14,180,197942,193712,55
REST002032,4.1,1528,30,24,17,23,244,93159,89499,46
REST002033,3.3,4005,72,54,24,10,200,91656,84456,33
REST002034,3.8,3905,54,43,18,7,196,232883,227591,56
REST002035,4.6,2667,45,37,22,31,234,158792,153527,48
REST002036,4,265,75,43,18,19,134,106473,101448,40
REST002037,3.7,379,30,21,16,12,151,190133,187868,55
REST002038,3.8,4292,76,44,18,15,135,80589,75459,40
REST002039,3.6,3270,31,28,19,8,118,122820,120991,49
REST002040,4.2,4026,36,36,23,24,242,202178,197822,50
REST002041,3.8,2555,92,52,15,11,165,41373,33783,52
REST002042,4.1,1068,37,25,16,20,131,26739,24316,48
REST002043,4,363,33,35,21,19,267,284122,279717,48
REST002044,4.3,22,82,46,27,6,354,294598,280084,36
REST002045,3.8,4217,86,57,20,5,176,113907,106339,45
REST002046,4.4,2846,81,45,17,10,133,69545,64159,52
REST002047,3.7,1669,68,42,20,11,125,15900,11650,36
REST002048,3.9,2093,42,30,23,8,251,243906,238635,52
REST002049,3.4,670,40,36,18,5,92,51450,49610,49
REST002050,3.9,4308,37,26,21,11,197,90887,87243,56
REST002051,4.1,2732,60,40,23,19,314,146276,136856,26
REST002052,3.5,1306,68,47,22,12,171,63622,57808,53
REST002053,4.2,3723,55,36,20,25,282,173937,166182,43
REST002054,4,1847,38,36,19,10,249,155099,150368,48
REST002055,3.8,2226,54,34,18,10,192,201208,196024,36
REST002056,3.7,2274,83,44,22,6,108,86598,82116,37
REST002057,4.3,876,42,37,19,17,179,123531,119772,39
REST002058,3.6,3981,30,32,22,8,94,66867,65457,38
REST002059,3.3,1090,62,42,19,8,147,131215,126658,44
REST002060,3.7,3944,53,39,17,6,155,70114,66006,50
REST002061,4.5,4817,83,50,19,39,117,118936,114080,51
REST002062,3.9,4922,75,55,20,12,163,66112,60000,39
REST002063,4,1082,53,37,22,25,187,116542,111586,37
REST002064,4.2,1413,30,21,18,14,235,96157,92632,49
REST002065,3.9,4108,30,29,20,12,200,236800,233800,46
REST002066,3.9,4888,87,52,19,6,243,182855,172284,35
REST002067,3.3,2075,90,52,13,14,129,29292,23487,47
REST002068,3.8,119,34,27,20,7,158,136132,133446,48
REST002069,4.3,116,62,32,25,7,317,331899,322072,26
REST002070,3.7,2736,30,22,17,9,187,29334,26529,45
REST002071,4.5,388,78,47,23,17,303,202279,190462,54
REST002072,4.5,3670,71,45,25,31,310,316432,305427,41
REST002073,4.3,1600,46,39,19,19,109,45910,43403,35
REST002074,3.5,684,77,43,17,15,221,54111,45603,48
REST002075,4.4,2283,30,30,22,17,260,200163,196263,54
REST002076,3.7,1434,48,33,19,12,193,25950,21318,46
REST002077,3.7,579,56,39,19,7,168,129412,124708,53
REST002078,3.9,3240,93,57,18,6,191,60768,51887,43
REST002079,4,4495,88,53,14,17,138,66935,60863,57
REST002080,3.5,4595,44,33,22,7,153,63488,60122,41
REST002081,4.6,2860,32,39,23,38,284,90533,85989,48
REST002082,4.4,4141,41,33,21,10,172,172024,168498,46
REST002083,3.9,2853,30,15,18,5,97,65859,64404,45
REST002084,3.2,85,38,38,24,13,286,201710,196276,35
REST002085,4.3,1403,36,36,23,14,260,178378,173698,36
REST002086,5,3483,87,58,27,29,340,282451,267661,44
REST002087,4.2,4428,42,27,12,23,145,33048,30003,48
REST002088,4.5,2563,54,35,18,24,262,94314,87240,55
REST002089,3.7,1497,36,23,15,8,160,26384,23504,50
REST002090,4.6,2447,94,54,21,30,211,189859,179942,51
REST002091,4,2565,74,37,19,23,256,301708,292236,52
REST002092,3.7,1014,49,35,13,13,117,132428,129562,51
REST002093,3.8,3207,69,51,21,11,164,32260,26602,54
REST002094,4,2028,72,50,23,11,198,62203,55075,43
REST002095,3.7,592,76,39,21,13,227,219679,211053,49
REST002096,3.9,1591,33,27,18,5,136,75164,72920,50
REST002097,3.7,3848,36,22,19,15,194,66470,62978,53
REST002098,3.9,3685,62,49,24,14,242,249947,242445,29
REST002099,4.4,2108,75,55,18,24,123,49623,45010,35
REST002100,4.2,3674,34,35,20,13,120,102048,100008,43
REST002101,3.9,2511,84,48,23,8,237,31935,21981,45
REST002102,3.9,4645,45,32,21,14,247,141078,135521,38
REST002103,3.7,4037,75,42,20,13,152,96672,90972,52
REST002104,4.2,4711,50,40,18,21,138,43340,39890,50
REST002105,3.7,4930,40,35,18,5,201,134493,130473,55
REST002106,4.9,809,63,48,21,36,231,143984,136708,38
REST002107,3.4,3465,60,31,20,13,138,117686,113546,50
REST002108,4,943,77,54,22,18,231,153513,144619,42
REST002109,4.3,1384,30,27,15,24,139,57893,55808,47
REST002110,4.1,1244,30,24,22,15,217,213267,210012,50
REST002111,3.4,2293,76,43,23,14,245,46030,36720,42
REST002112,3.7,356,42,36,16,11,135,107956,105121,55
REST002113,3.1,4047,83,48,24,14,239,43775,33856,36
REST002114,3.9,2737,62,37,13,5,167,90370,85193,53
REST002115,3.9,3229,68,52,17,13,247,255237,246839,60
REST002116,4.4,3210,46,34,16,15,156,71940,68352,49
REST002117,3.8,4092,88,51,20,8,107,20886,16178,50
REST002118,4.4,67,37,30,19,6,106,109986,108025,41
REST002119,4.3,1796,62,38,21,22,112,58485,55013,37
REST002120,3.9,105,87,45,17,7,145,116137,109830,56
REST002121,3.8,1221,88,43,19,13,140,49896,43736,42
REST002122,4.3,764,40,33,18,14,123,117501,115041,45
REST002123,3.8,1259,78,49,13,7,159,105960,99759,51
REST002124,3.5,1036,89,60,20,5,171,25992,18382,45
REST002125,4.1,983,50,30,23,23,195,120870,115995,38
REST002126,3.9,2326,70,46,20,10,98,88670,85240,45
REST002127,4.2,133,70,52,19,11,281,47115,37280,55
REST002128,4.3,4801,30,21,19,20,205,62932,59857,52
REST002129,4,2961,71,45,18,21,265,260977,251569,55
REST002130,3.6,2764,35,26,27,15,318,226336,220771,32
REST002131,4.2,375,62,40,23,10,262,77468,69346,53
REST002132,4.5,3535,78,52,17,30,200,93790,85990,57
REST002133,4.1,4056,87,50,17,25,201,139136,130392,50
REST002134,4.5,1152,74,42,17,29,147,151292,145853,54
REST002135,4,1556,83,50,14,22,174,93225,86004,51
REST002136,4.2,2464,30,27,20,23,201,28140,25125,51
REST002137,3.7,4378,93,57,18,15,200,212052,202752,57
REST002138,4.9,3646,60,45,22,35,275,109824,101574,57
REST002139,4.7,1940,62,46,16,30,190,104857,98967,52
REST002140,3.3,2436,70,50,18,10,101,18882,15347,41
REST002141,4.5,3805,43,20,19,24,265,231822,226124,54
REST002142,4.4,4958,45,35,18,23,132,49465,46495,46
REST002143,3.9,1416,30,25,18,10,261,268381,264466,52
REST002144,4.7,3746,30,19,18,28,241,142681,139066,49
REST002145,3.9,3364,31,31,19,7,173,158066,155385,54
REST002146,4.3,3182,76,42,15,18,131,150879,145901,58
REST002147,4.1,2999,37,35,25,22,276,208449,203343,43
REST002148,4.3,4297,48,35,21,15,214,144039,138903,43
REST002149,3.3,3720,64,47,20,5,103,84460,81164,50
REST002150,4.3,4466,74,53,12,25,166,215029,208887,47
REST002151,4.7,2474,62,37,23,37,283,163868,155095,26
REST002152,4.4,646,41,35,23,15,267,222448,216974,52
REST002153,3.5,3772,31,20,23,11,181,190379,187573,53
REST002154,3.8,2532,30,30,23,9,249,79951,76216,40
REST002155,4.5,3309,95,57,22,33,276,179112,166002,50
REST002156,3.8,92,92,56,19,12,235,186543,175733,51
REST002157,4,3468,30,33,21,24,110,58136,56486,54
REST002158,4.7,4740,46,34,21,26,297,251992,245161,44
REST002159,3.3,1691,87,51,20,10,202,70780,61993,45
REST002160,4.8,1394,54,42,17,22,251,166247,159470,53
REST002161,3.9,3152,30,27,19,14,166,163503,161013,46
REST002162,4.3,4847,88,59,19,11,203,75637,66705,51
REST002163,4.4,3627,55,38,21,22,284,100513,92703,52
REST002164,4,4975,93,50,17,20,136,97415,91091,52
REST002165,3.6,559,30,37,21,12,126,16623,14733,44
REST002166,3.8,4336,50,35,20,9,94,94376,92026,49
REST002167,4,3818,30,34,19,15,126,119512,117622,37
REST002168,3.9,1185,45,38,20,15,131,95892,92944,41
REST002169,4.1,609,44,33,17,17,170,26385,22645,38
REST002170,4.1,84,85,51,19,15,162,95921,89036,52
REST002171,3.7,4402,66,45,21,11,190,153102,146832,47
REST002172,4.1,4230,30,24,21,14,239,209767,206182,51
REST002173,4.7,3376,59,43,20,26,273,288069,280016,49
REST002174,3.5,174,89,58,23,10,164,111378,104080,58
REST002175,4,3220,71,48,21,19,187,73274,66635,53
REST002176,4.1,3180,52,36,23,16,280,36652,29372,31
REST002177,4.4,3386,34,36,18,24,255,76739,72404,58
REST002178,4.2,2661,75,44,19,18,220,216869,208619,56
REST002179,4,3815,80,49,18,17,154,143959,137799,51
REST002180,3.9,3003,61,40,20,8,167,197728,192634,35
REST002181,3.8,1739,78,42,16,7,115,129057,124572,59
REST002182,3.9,4154,33,33,21,12,122,134064,132051,46
REST002183,4.3,2319,91,54,20,20,236,116678,105940,52
REST002184,4.3,3868,49,47,22,25,133,131231,127972,47
REST002185,3.4,3248,30,17,19,10,179,132375,129690,53
REST002186,4.6,2854,86,61,20,35,239,206496,196219,55
REST002187,3.5,3703,51,36,24,6,285,206853,199585,37
REST002188,4.2,1797,54,37,16,15,171,104713,100096,59
REST002189,4.4,594,30,26,20,24,244,79641,75981,53
REST002190,3.7,2268,38,33,16,11,153,120937,118030,55
REST002191,4.6,161,60,39,21,15,300,222306,213306,41
REST002192,4.2,3524,95,54,22,25,248,194407,182627,48
REST002193,3.4,3338,81,56,27,7,273,199290,188233,43
REST002194,3.5,3982,74,50,19,9,190,196530,189500,52
REST002195,4.3,4791,84,50,21,12,163,66831,59985,37
REST002196,3.5,4303,71,52,21,11,125,123042,118605,43
REST002197,4.4,3234,78,44,13,20,144,108868,103252,57
REST002198,3.6,2841,41,27,20,15,240,254208,249288,52
REST002199,4.3,2828,35,31,18,10,161,40530,37712,42
REST002200,3.8,2598,30,29,21,7,193,172138,169243,48
REST002201,4.1,1491,30,28,18,13,257,246144,242289,56
REST002202,3.3,750,61,35,22,8,218,49311,42662,52
REST002203,4,3769,59,42,17,21,198,232048,226207,46
REST002204,3.8,2947,68,47,17,13,196,108507,101843,51
REST002205,4.7,4590,46,26,20,30,118,100819,98105,48
REST002206,4.1,3508,60,45,19,23,268,99639,91599,44
REST002207,3.8,1491,68,39,22,5,158,78627,73255,36
REST002208,3.6,4761,66,37,20,7,168,26880,21336,51
REST002209,4.1,1020,36,27,20,25,168,135206,132182,39
REST002210,4.2,1339,53,48,23,19,233,218162,211988,46
REST002211,4.3,4018,30,28,17,11,139,58607,56522,44
REST002212,3,4864,30,27,22,5,191,123802,120937,26
REST002213,5,2915,83,41,19,25,124,98632,93486,39
REST002214,4.1,154,40,29,21,15,143,98283,95423,50
REST002215,3.7,2253,52,37,23,8,114,71540,68576,50
REST002216,4.6,1000,39,26,22,23,378,119999,112628,29
REST002217,3.6,314,44,42,22,10,103,115930,113664,42
REST002218,4.1,2523,86,51,24,17,288,291548,279164,27
REST002219,4.2,4623,95,58,16,24,183,139116,130424,47
REST002220,4.4,4872,30,28,22,19,185,101442,98667,40
REST002221,4.2,3662,56,47,18,22,213,79470,73506,46
REST002222,4.2,2042,68,42,19,19,136,111481,106857,44
REST002223,3.5,836,64,39,20,10,180,117792,112032,44
REST002224,3.9,2572,87,59,12,10,157,36059,29230,56
REST002225,4.2,246,40,39,17,19,164,95284,92004,52
REST002226,4.3,1567,66,44,28,16,319,304785,294258,32
REST002227,4.2,223,31,26,22,13,155,26356,23953,39
REST002228,3.6,4977,62,48,18,9,122,24109,20327,59
REST002229,3.4,4279,75,45,22,7,154,87207,81432,60
REST002230,4.3,763,48,26,13,14,179,172081,167785,46
REST002231,3.7,2644,68,42,14,9,122,156750,152602,46
REST002232,4.6,1631,54,42,17,20,133,74734,71143,44
REST002233,4.2,4130,71,45,18,18,152,97967,92571,53
REST002234,3.7,4360,60,43,17,5,129,43791,39921,59
REST002235,4.4,2284,48,29,21,18,172,105442,101314,47
REST002236,4.5,4438,74,48,15,21,200,210800,203400,48
REST002237,4.1,3304,64,41,22,15,214,211487,204639,38
REST002238,4,3627,91,50,23,24,252,121080,109614,59
REST002239,4.6,444,33,30,18,14,272,85201,80713,36
REST002240,3.9,1851,70,36,22,12,253,238781,229926,42
REST002241,4,2147,30,25,22,25,266,279475,275485,47
REST002242,3.7,504,37,28,13,5,146,36200,33499,46
REST002243,4.2,3379,37,37,19,14,195,170112,166504,41
REST002244,3.8,3810,65,44,21,9,109,16705,13162,35
REST002245,4.4,1243,51,31,25,13,368,238740,229356,25
REST002246,4.4,145,51,39,23,13,239,118147,112052,53
REST002247,3.5,1748,44,28,22,7,105,88042,85732,36
REST002248,3.7,2468,91,53,18,7,111,45874,40823,53
REST002249,4.1,4228,82,56,12,16,169,87744,80815,47
REST002250,3.5,4257,31,29,20,11,201,145524,142408,36
REST002251,4.4,4473,30,22,17,21,184,116219,113459,54
REST002252,4.2,3285,72,39,19,25,156,176904,171288,47
REST002253,2.7,2828,41,27,17,12,89,76972,75148,56
REST002254,4,2317,30,21,15,16,123,77262,75417,51
REST002255,3.6,4061,92,62,15,9,148,33588,26780,47
REST002256,4.5,2959,75,50,22,33,236,88910,80060,42
REST002257,3.6,3325,48,39,19,9,207,183263,178295,50
REST002258,4.2,2360,94,57,20,20,216,250387,240235,53
REST002259,4,4733,65,44,18,11,189,33630,27488,44
REST002260,4,4605,75,46,18,21,242,164903,155828,57
REST002261,3.8,904,47,35,18,8,132,159329,156227,52
REST002262,4.6,3355,83,50,20,23,216,221529,212565,53
REST002263,4.2,1522,38,39,18,16,168,108141,104949,47
REST002264,4.4,1649,47,35,18,21,260,217677,211567,49
REST002265,3.9,2147,55,33,22,6,210,195741,189966,44
REST002266,3.8,3175,30,31,23,11,339,171757,166672,41
REST002267,3.6,1872,43,45,16,13,159,175898,172480,45
REST002268,3.9,4102,56,38,19,7,94,92890,90258,38
REST002269,4.6,908,30,29,21,28,154,167525,165215,37
REST002270,3.8,2554,59,45,19,13,200,195534,189634,43
REST002271,4.1,4453,51,37,22,10,115,105756,102823,54
REST002272,3.6,2177,89,62,22,14,142,98465,92146,35
REST002273,3.6,3767,47,32,26,5,320,55884,48364,36
REST002274,3.5,1237,70,46,22,14,165,88931,83156,52
REST002275,4.6,2343,35,32,21,25,149,50379,47772,49
REST002276,4.1,3618,83,44,22,23,183,46390,38796,48
REST002277,4.3,427,42,31,20,14,254,128828,123494,54
REST002278,4.4,3207,52,39,18,12,259,85376,78642,47
REST002279,4.1,4956,65,44,22,12,254,223083,214828,42
REST002280,4.1,948,63,37,21,13,255,124697,116665,45
REST002281,4.1,624,83,51,17,11,242,119310,109267,54
REST002282,3.5,3731,62,42,17,10,121,142610,138859,52
REST002283,4.3,4533,43,40,19,20,271,79462,73636,44
REST002284,4.2,670,59,45,18,17,149,173251,168855,43
REST002285,3.8,488,40,28,21,15,234,209446,204766,37
REST002286,3.2,4431,83,42,13,12,100,30363,26213,53
REST002287,3.9,4620,48,40,21,11,222,145390,140062,55
REST002288,3.7,2535,84,52,14,14,111,61189,56527,58
REST002289,5,2033,65,48,22,30,302,77970,68155,48
REST002290,4.4,4404,89,60,16,24,164,43532,36234,58
REST002291,4,2231,72,46,12,25,152,180977,175505,48
REST002292,3.9,3922,35,37,14,13,142,75470,72985,47
REST002293,4.1,2445,30,31,21,23,103,33280,31735,35
REST002294,4.4,2367,95,55,12,18,139,42200,35597,57
REST002295,3.4,802,78,48,22,7,151,168896,163007,45
REST002296,4.3,3584,53,40,22,18,236,50990,44736,59
REST002297,4.1,3862,91,49,16,14,145,33251,26653,56
REST002298,4.5,1878,62,38,14,31,188,30234,24406,45
REST002299,4,543,30,30,20,14,119,125854,124069,54
REST002300,3.7,3162,57,42,21,6,160,186187,181627,49
REST002301,4.1,4152,55,42,18,21,149,165798,161700,41
REST002302,4.4,2458,66,47,17,20,152,39488,34472,60
REST002303,4.7,3542,41,41,19,40,240,72316,67396,46
REST002304,3.8,1451,30,28,23,8,151,53484,51219,53
REST002305,3.9,4189,68,42,21,6,236,86321,78297,46
REST002306,3.4,4108,93,56,19,9,198,35925,26718,44
REST002307,3.2,1197,30,23,13,11,104,41892,40332,52
REST002308,3.9,2280,42,39,26,11,337,202995,195918,29
REST002309,4.4,4265,50,36,16,13,192,112734,107934,50
REST002310,4.3,2892,87,59,17,19,258,108140,96917,48
REST002311,4,3562,54,38,21,11,113,122746,119695,54
REST002312,4.1,912,36,40,27,12,247,100612,96166,26
REST002313,4.5,1256,51,40,21,40,217,159429,153896,46
REST002314,4.1,388,30,22,21,13,228,56197,52777,49
REST002315,4.1,4893,76,49,16,22,162,93623,87467,49
REST002316,4.4,4433,90,54,18,13,281,46544,33899,51
REST002317,3.8,696,71,47,27,11,260,112551,103321,40
REST002318,3.7,3771,81,47,17,15,160,130675,124195,51
REST002319,3.1,1508,30,27,23,13,165,23250,20775,43
REST002320,3.4,3247,30,32,18,7,182,169536,166806,49
REST002321,4.7,3719,35,29,21,23,115,31070,29058,38
REST002322,4.4,1450,45,35,15,20,149,58132,54779,48
REST002323,3.7,4698,30,24,21,7,217,106629,103374,55
REST002324,4,458,38,34,22,13,244,137411,132775,50
REST002325,4.3,1001,49,33,19,19,202,97353,92404,58
REST002326,4.2,10,30,23,18,9,144,97179,95019,49
REST002327,3.4,651,30,36,21,5,177,104592,101937,46
REST002328,3.9,430,33,34,21,12,195,224142,220925,41
REST002329,3.8,3734,55,39,15,13,135,27425,23712,54
REST002330,4.1,3547,53,41,21,23,225,264136,258174,44
REST002331,3.8,1404,44,33,23,8,246,183547,178135,39
REST002332,4,2985,30,34,19,21,134,105175,103165,55
REST002333,3.5,1157,77,45,18,6,115,17445,13018,48
REST002334,4,4922,68,43,22,10,214,165250,157974,56
REST002335,4.1,4852,74,49,23,21,129,72312,67539,53
REST002336,4.2,3001,84,44,19,16,155,103453,96943,38
