restaurant_id,swiggy_rating,swiggy_total_reviews,swiggy_delivery_fee_inr,swiggy_avg_delivery_time_minutes,swiggy_platform_commission_pct,swiggy_discount_frequency_pct,swiggy_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,swiggy_estimated_net_profit_inr,swiggy_market_share_pct
REST001867,3.4,3684,54,32,17,8,180,51841,46981,47
REST001868,3.8,2387,78,48,20,5,193,23160,15633,57
REST001869,4.6,1166,66,32,17,35,122,93564,89538,55
REST001870,4.5,1832,41,40,19,33,250,92542,87417,52
REST001871,4.4,4034,33,44,21,25,245,198775,194733,42
REST001872,3.5,1843,66,35,22,8,154,78438,73356,56
REST001873,4.7,4951,35,25,19,39,122,111864,109729,60
REST001874,4.1,473,95,47,17,24,134,108661,102296,47
REST001875,4.2,971,42,34,20,21,260,131456,125996,48
REST001876,4,1680,40,28,21,11,217,218916,214576,52
REST001877,3.7,540,79,54,23,12,256,278333,268221,64
REST001878,4.1,3526,66,43,18,11,154,116809,111727,55
REST001879,4.2,2945,73,41,28,12,287,265325,254850,55
REST001880,4.5,2108,90,57,18,37,228,164150,153890,49
REST001881,3.5,350,40,28,21,5,88,12305,10545,60
REST001882,3.5,4354,82,49,23,14,128,28680,23432,54
REST001883,4,1236,50,36,18,20,123,26122,23047,45
REST001884,4,4347,69,42,27,11,247,40569,32048,60
REST001885,4.3,462,30,34,22,24,237,38635,35080,53
REST001886,3.9,1258,86,50,22,7,345,352521,337686,71
REST001887,4,3982,30,38,18,17,224,99738,96378,42
REST001888,4,2995,76,38,19,20,198,129105,121581,48
REST001889,3.8,414,84,42,21,6,197,167924,159650,61
REST001890,4.3,2987,30,33,19,20,109,38759,37124,56
REST001891,4.1,2316,87,56,23,18,332,160286,145844,72
REST001892,4.3,1645,70,43,25,25,367,152213,139368,57
REST001893,3.2,2846,78,41,23,8,150,146454,140604,55
REST001894,4.4,3346,36,25,19,17,251,213272,208754,62
REST001895,4,59,43,35,22,11,217,172983,168318,54
REST001896,3.3,637,30,29,15,14,123,117096,115251,53
REST001897,4.4,818,69,49,27,16,362,354636,342147,62
REST001898,4.4,1610,50,32,19,18,258,285675,279225,40
REST001899,4,1462,59,42,22,15,212,240764,234510,65
REST001900,4.1,3008,56,42,14,24,148,172718,168574,52
REST001901,4.2,100,66,43,27,6,340,82650,71430,57
REST001902,4.2,5000,70,42,14,15,138,148468,143638,49
REST001903,4.3,1551,49,32,18,12,109,103144,100474,54
REST001904,4.2,2726,44,29,21,16,214,125104,120396,58
REST001905,4.1,3553,36,25,18,25,214,232511,228659,51
REST001906,3.1,883,87,55,13,10,130,39245,33590,48
REST001907,3.8,1031,45,30,27,6,289,242615,236113,66
REST001908,3.8,342,73,44,18,10,111,49423,45372,56
REST001909,3.4,3130,55,42,23,5,201,80944,75417,51
REST001910,5,1020,66,35,24,27,337,190553,179432,69
REST001911,4.1,4144,38,21,22,21,206,223023,219109,55
REST001912,3.9,1656,37,29,17,5,236,36629,32263,46
REST001913,4.4,2741,44,38,20,14,121,34557,31895,64
REST001914,3.7,2191,79,48,19,11,175,203836,196924,57
REST001915,4.3,2086,42,39,19,17,217,219536,214979,59
REST001916,4.2,1317,33,25,21,10,145,26346,23954,48
REST001917,3.5,4363,71,42,20,12,189,38556,31846,47
REST001918,3.4,2235,89,54,18,10,169,92017,84496,54
REST001919,4.6,2559,30,26,19,32,310,97929,93279,46
REST001920,4.2,2639,38,25,19,21,283,313815,308438,49
REST001921,4.2,635,91,57,15,24,146,89972,83329,55
REST001922,4.7,3261,41,36,21,32,315,247854,241397,54
REST001923,4.7,1914,65,47,27,24,347,152239,140961,66
REST001924,3.8,3416,31,23,21,11,129,58802,56802,52
REST001925,3.8,2773,71,36,17,14,138,140884,135985,48
REST001926,4.7,2980,38,29,13,21,207,148754,144821,50
REST001927,4.5,4782,71,48,20,37,210,186648,179193,52
REST001928,3.8,203,72,48,26,13,330,114041,102161,56
REST001929,2.6,699,60,52,16,8,88,94248,91608,51
REST001930,3.2,58,54,36,18,11,140,139482,135702,44
REST001931,3.4,636,36,20,22,9,154,77717,74945,43
REST001932,3.6,3932,42,39,22,7,124,52132,49528,46
REST001933,4,2777,42,28,22,13,98,73611,71553,45
REST001934,4.3,3777,56,45,15,24,175,188317,183417,53
REST001935,4.1,766,38,40,20,19,258,129825,124923,45
REST001936,4,741,40,30,24,25,289,121900,116120,64
REST001937,3.5,4712,31,35,19,12,148,166273,163979,50
REST001938,3.2,907,30,29,17,11,116,45444,43704,57
REST001939,4.2,3750,81,51,19,18,118,45400,40621,64
REST001940,3.5,1580,60,34,22,7,216,221719,215239,52
REST001941,4.4,4241,61,43,18,25,155,21607,16879,64
REST001942,4.4,3453,30,23,20,13,200,205440,202440,53
REST001943,4.6,4940,30,26,22,38,327,41829,36924,67
REST001944,4.3,3759,50,30,21,15,129,53910,50685,59
REST001945,3.8,2648,30,26,20,13,175,67620,64995,56
REST001946,4.3,4416,83,40,21,19,108,49741,45259,48
REST001947,3.5,1991,57,40,24,7,237,144456,137701,68
REST001948,3.7,3822,64,40,13,11,116,138462,134750,51
REST001949,4,3503,49,47,22,23,183,90925,86441,60
REST001950,3.8,246,30,36,21,14,129,53808,51873,48
REST001951,4.5,4149,46,23,23,35,158,57058,53424,57
REST001952,3.9,1993,49,34,21,6,134,99508,96225,58
REST001953,3.8,3984,40,28,20,5,123,75276,72816,49
REST001954,4,85,71,40,18,7,149,25902,20612,47
REST001955,4,4120,43,42,21,13,187,210662,206642,60
REST001956,3.5,1517,30,31,23,7,122,73367,71537,65
REST001957,4.5,4109,80,54,17,37,255,57568,47368,49
REST001958,3.3,1984,30,20,20,13,159,120712,118327,44
REST001959,3.5,2135,53,41,20,5,200,152480,147180,52
REST001960,4.1,2471,59,47,22,11,240,120931,113851,50
REST001961,4.3,2294,70,44,14,25,139,97305,92440,46
REST001962,3.7,3813,33,30,22,9,125,71857,69795,64
REST001963,4.4,2818,55,43,22,23,131,51703,48100,60
REST001964,3.7,1055,34,35,20,15,99,87674,85991,63
REST001965,4.2,2432,83,49,18,19,141,159671,153819,43
REST001966,4.2,591,73,43,18,24,239,91326,82603,51
REST001967,3.6,2198,30,24,22,6,183,91353,88608,57
REST001968,3.5,4344,30,32,20,5,209,205990,202855,46
REST001969,4,4127,80,47,18,23,148,133010,127090,43
REST001970,3.8,2581,33,26,22,9,198,117837,114570,47
REST001971,3.8,3898,41,34,19,15,171,164688,161182,49
REST001972,3.7,3463,42,41,22,6,211,51019,46588,46
REST001973,4.8,716,30,22,17,35,264,188662,184702,46
REST001974,4.6,4447,41,25,14,29,180,100620,96930,54
REST001975,3.7,4638,30,30,17,11,206,54542,51452,41
REST001976,4.3,1540,50,38,20,19,153,163036,159211,45
REST001977,4.2,3321,64,35,18,18,163,200490,195274,56
REST001978,3.7,3778,80,40,19,5,106,84142,79902,50
REST001979,4.7,657,43,30,25,23,361,89889,82127,73
REST001980,3.4,57,30,29,23,15,276,58868,54728,72
REST001981,3.6,4040,33,28,18,6,129,73517,71388,51
REST001982,3.9,982,90,50,20,13,127,53746,48031,45
REST001983,3.9,3721,75,49,24,9,310,277536,265911,71
REST001984,4.1,1844,60,39,18,23,136,71261,67181,50
REST001985,4,2731,94,51,15,15,134,119367,113069,52
REST001986,4.2,690,79,49,25,24,254,138493,128460,67
REST001987,4.3,3430,53,35,20,22,151,174193,170192,53
REST001988,4.7,4698,59,40,17,37,150,59137,54712,52
REST001989,4.2,730,57,42,18,17,221,178320,172021,45
REST001990,3.9,2736,50,33,23,15,265,53257,46632,59
REST001991,3.4,1713,67,42,27,11,301,61963,51880,60
REST001992,3.7,815,90,55,21,7,118,41576,36266,46
REST001993,3.4,1250,30,33,22,12,149,110409,108174,49
REST001994,4,1745,86,48,20,23,223,124701,115112,49
REST001995,3.9,4461,48,33,21,5,98,33368,31016,59
REST001996,3.9,1329,61,42,18,15,98,77868,74879,55
REST001997,3.5,1308,94,58,20,13,207,109958,100229,48
REST001998,3.9,2645,30,27,19,15,221,155022,151707,58
REST001999,4,3515,32,25,25,10,314,121047,116023,57
REST002000,3.5,1957,40,33,22,5,90,56862,55062,60
REST002001,4,2840,30,23,20,14,134,123816,121806,60
REST002002,4.1,2063,82,48,18,10,239,97010,87211,49
REST002003,4.1,419,44,38,13,23,124,88245,85517,52
REST002004,3.7,4010,94,58,16,6,115,107709,102304,50
REST002005,4.3,1518,61,36,22,12,212,139729,133263,57
REST002006,4.5,947,49,36,21,37,182,74334,69875,52
REST002007,3.6,949,30,26,18,11,226,174386,170996,47
REST002008,4.2,1358,30,29,22,20,161,89161,86746,53
REST002009,3.9,2111,63,45,19,14,254,281246,273245,51
REST002010,3.7,150,30,28,20,11,112,22220,20540,56
REST002011,4,3143,49,36,21,16,97,45211,42835,50
REST002012,3.5,1027,92,47,22,15,167,144588,136906,60
REST002013,4.2,2757,56,44,16,24,156,165634,161266,51
REST002014,4.1,3645,30,24,27,24,367,213256,207751,60
REST002015,4.1,2871,84,56,23,11,229,225526,215908,61
REST002016,4.3,4576,65,47,22,17,247,69164,61137,51
REST002017,4.2,1885,78,48,21,23,124,50841,46005,54
REST002018,4.1,1096,71,50,17,22,272,57568,47912,50
REST002019,4.9,4561,38,33,20,27,326,220376,214182,55
REST002020,4.2,4532,37,29,18,20,129,25810,23423,42
REST002021,3.9,2810,56,46,22,10,197,171945,166429,64
REST002022,4,1078,47,38,20,22,215,128828,123775,64
REST002023,4,4748,45,30,18,13,194,41838,37473,58
REST002024,3.9,3180,30,30,13,10,139,150557,148472,41
REST002025,2.6,4913,42,25,18,14,153,110404,107191,45
REST002026,3.8,997,91,55,21,9,210,78470,68915,59
REST002027,4.4,772,35,29,18,18,268,92518,87828,46
REST002028,4.2,95,87,42,23,12,266,227145,215574,49
REST002029,4,4779,63,47,22,16,263,261348,253063,50
REST002030,3.6,4124,47,36,20,11,224,171852,166588,48
REST002031,3.9,1750,47,35,12,7,160,177971,174211,45
REST002032,4.5,1255,30,26,19,35,268,99856,95836,54
REST002033,3,3949,72,41,24,14,182,83406,76854,67
REST002034,3.6,3501,54,36,18,13,186,221001,215979,44
REST002035,3.2,4528,45,34,21,5,162,111342,107697,52
REST002036,3.5,812,75,44,22,10,117,88430,84043,60
REST002037,4.5,249,30,31,13,10,183,238655,235910,45
REST002038,4.2,3672,76,44,20,10,150,87360,81660,60
REST002039,3.6,526,31,21,20,8,118,121304,119475,51
REST002040,3.1,3123,36,30,20,11,179,155372,152150,50
REST002041,3.7,1142,92,55,14,10,161,40845,33439,48
REST002042,4,745,37,34,15,12,128,26438,24070,52
REST002043,3.9,4090,33,32,20,11,260,280176,275886,52
REST002044,3.5,1088,82,50,23,8,288,252806,240998,64
REST002045,3.5,1657,86,43,23,9,162,100914,93948,55
REST002046,4,681,81,55,22,23,121,59459,54558,48
REST002047,3.7,2578,68,42,18,6,125,16297,12047,64
REST002048,3.5,677,42,27,21,7,226,225317,220571,48
REST002049,3.9,1472,40,30,20,5,105,57288,55188,51
REST002050,3.3,437,37,32,18,5,167,79972,76883,44
REST002051,3.7,1915,60,35,28,13,283,123274,114784,74
REST002052,4.5,2903,68,44,20,27,220,83952,76472,47
REST002053,4,3439,55,41,21,11,268,163236,155866,57
REST002054,4.1,1766,38,36,18,20,255,160797,155952,52
REST002055,4.5,246,54,44,21,25,228,230193,224037,64
REST002056,3.7,265,83,53,22,13,108,86598,82116,63
REST002057,4.3,356,42,33,18,24,179,125056,121297,61
REST002058,4.8,1482,30,30,18,24,126,94227,92337,62
REST002059,4,3607,62,39,21,21,178,154963,149445,56
REST002060,3.6,4085,53,37,22,13,151,64190,60188,50
REST002061,4.2,589,83,41,18,12,110,113201,108636,49
REST002062,4.4,4059,75,44,21,12,184,73697,66797,61
REST002063,3.8,4604,53,45,23,13,178,109510,104793,63
REST002064,5,3194,30,27,21,33,280,110378,106178,51
REST002065,3.9,1293,30,30,19,15,200,239760,236760,54
REST002066,3.7,843,87,44,18,10,230,175209,165204,65
REST002067,3.4,1763,90,55,14,12,133,29853,23868,53
REST002068,4.5,2035,34,25,22,34,187,157091,153912,52
REST002069,3.6,2458,62,38,25,7,265,277455,269240,74
REST002070,4.5,3142,30,24,20,40,227,34322,30917,55
REST002071,4.2,4436,78,43,17,18,282,202930,191932,46
REST002072,4.2,2065,71,47,24,25,290,299964,289669,59
REST002073,3.9,3899,46,41,22,12,99,40154,37877,65
REST002074,4.4,2534,77,47,20,12,278,65608,54905,52
REST002075,3.4,3470,30,40,19,7,201,160693,157678,46
REST002076,4.6,4119,48,44,19,39,240,32270,26510,54
REST002077,4.1,4764,56,42,20,10,186,141508,136300,47
REST002078,4.4,3246,93,51,22,10,216,65370,55326,57
REST002079,3.6,3743,88,54,13,15,124,60844,55388,43
REST002080,3.8,4742,44,37,21,15,166,69766,66114,59
REST002081,4,4840,32,25,19,12,247,82828,78876,52
REST002082,4.4,1687,41,33,18,23,172,178556,175030,54
REST002083,3.7,1446,30,24,22,14,92,59417,58037,55
REST002084,4,3824,38,32,26,16,357,245159,238376,65
REST002085,3.7,2047,36,28,26,8,223,147032,143018,64
REST002086,3.9,2112,87,46,25,10,265,226177,214650,56
REST002087,4.7,4793,42,36,17,38,162,34825,31423,52
REST002088,3.7,2412,54,33,18,10,215,77395,71590,45
REST002089,3.7,2367,36,30,15,14,160,26384,23504,50
REST002090,4.2,1649,94,62,22,23,193,171465,162394,49
REST002091,4.9,2208,74,54,21,34,314,360927,349309,48
REST002092,4.7,4474,49,27,14,31,149,166710,163059,49
REST002093,3.8,503,69,37,18,12,164,33485,27827,46
REST002094,3.8,3891,72,43,18,8,188,62897,56129,57
REST002095,4.2,556,76,44,22,25,258,246519,236715,51
REST002096,4.5,4102,33,32,17,28,157,87828,85238,50
REST002097,4,78,36,33,20,10,210,71064,67284,47
REST002098,4.1,1458,62,44,24,13,254,262341,254467,71
REST002099,4.5,4260,75,41,23,27,126,47733,43008,65
REST002100,5,1500,34,30,18,35,142,123775,121361,57
REST002101,4.9,284,84,48,18,11,298,42763,30247,55
REST002102,3.6,3413,45,33,20,9,228,131875,126745,62
REST002103,3.6,1565,75,38,18,13,148,96481,90931,48
REST002104,3.4,2132,50,43,17,11,112,35603,32803,50
REST002105,4.1,2483,40,29,20,16,223,145574,141114,45
REST002106,4.1,2125,63,35,20,16,193,121821,115742,62
REST002107,3.8,4226,60,37,22,11,154,128047,123427,50
REST002108,3.3,475,77,48,19,10,190,131122,123807,58
REST002109,3.9,680,30,23,17,8,126,51244,49354,53
REST002110,4,997,30,24,20,24,212,213696,210516,50
REST002111,3.1,2649,76,49,26,10,224,40445,31933,58
REST002112,3.5,4103,42,35,14,8,127,103977,101310,45
REST002113,3.9,4136,83,50,24,14,301,55131,42639,64
REST002114,4.4,4952,62,41,14,16,188,100564,94736,47
REST002115,4.8,1560,68,46,18,22,304,310353,300017,40
REST002116,4.1,1728,46,41,13,14,145,69256,65921,51
REST002117,3.4,1770,88,54,19,14,95,18775,14595,50
REST002118,3.8,2198,37,33,20,15,92,94281,92579,59
REST002119,4.4,167,62,33,21,8,114,59529,55995,63
REST002120,3.5,622,87,49,17,14,130,104123,98468,44
REST002121,4.4,1891,88,46,22,24,162,55598,48470,58
REST002122,3.9,2468,40,26,20,14,111,103452,101232,55
REST002123,4.8,240,78,49,14,22,201,132410,124571,49
REST002124,3.8,3426,89,50,22,6,185,27417,19184,55
REST002125,3.8,2672,50,45,20,9,180,115920,111420,62
REST002126,4.2,417,70,45,20,24,106,95908,92198,55
REST002127,4.4,3914,70,50,18,10,294,49903,39613,45
REST002128,3.8,2503,30,27,18,10,181,56251,53536,48
REST002129,3.8,979,71,49,22,7,252,236068,227122,45
REST002130,3.9,2900,35,31,27,5,344,244842,238822,68
REST002131,4,1380,62,41,22,18,249,74580,66861,47
REST002132,3.8,4637,78,50,17,12,169,79252,72661,43
REST002133,4.3,1626,87,53,17,14,211,146058,136879,50
REST002134,4.2,4805,74,45,13,18,137,147795,142726,46
REST002135,4.3,2918,83,53,15,14,187,99025,91265,49
REST002136,4,961,30,22,20,12,191,26740,23875,49
REST002137,4.4,4337,93,58,20,20,238,246187,235120,43
REST002138,4.2,4458,60,53,20,14,235,96256,89206,43
REST002139,3.4,1365,62,46,16,5,137,75607,71360,48
REST002140,3.9,1191,70,36,23,8,120,21067,16867,59
REST002141,4.6,2905,43,26,20,24,271,234144,228317,46
REST002142,3.3,4773,45,36,18,8,99,37099,34871,54
REST002143,3.3,2117,30,32,17,10,221,230021,226706,48
REST002144,4.4,4860,30,27,21,22,226,128905,125515,51
REST002145,4.5,1304,31,32,18,27,200,184992,181892,46
REST002146,4,3634,76,48,15,14,122,140513,135877,42
REST002147,3.5,1685,37,32,28,6,236,171109,166743,57
REST002148,4.1,3384,48,36,20,24,204,139046,134150,57
REST002149,3.5,4023,64,43,19,11,109,90497,87009,50
REST002150,4.4,1232,74,52,15,25,170,212704,206414,53
REST002151,4.5,1480,62,44,24,31,271,154881,146480,74
REST002152,4.2,4915,41,30,20,19,255,220728,215500,48
REST002153,4.2,3392,31,34,21,23,218,235252,231873,47
REST002154,3.8,3533,30,28,24,14,249,78913,75178,60
REST002155,4.7,4672,95,54,18,30,289,197167,183439,50
REST002156,4,1619,92,56,20,19,247,193648,182286,49
REST002157,3.4,1841,30,16,23,13,93,47907,46512,46
REST002158,4.2,1488,46,34,22,25,265,221995,215900,56
REST002159,4.2,1102,87,52,22,22,257,87801,76621,55
REST002160,3.7,1807,54,44,22,8,193,120130,114919,47
REST002161,4,2731,30,29,20,22,171,166348,163783,54
REST002162,4.3,377,88,57,20,20,203,74704,65772,49
REST002163,4.4,967,55,34,20,13,284,101785,93975,48
REST002164,3.9,3354,93,62,18,14,133,94118,87934,48
REST002165,3.6,4267,30,26,21,9,126,16623,14733,56
REST002166,3.6,4229,50,43,21,9,89,88239,86014,51
REST002167,4,4081,30,31,22,10,126,115085,113195,63
REST002168,3.8,1847,45,35,20,9,127,92964,90106,59
REST002169,4.6,3349,44,33,18,23,191,29287,25085,62
REST002170,4.6,2454,85,50,20,33,182,106433,98698,48
REST002171,4.4,3571,66,38,19,16,226,186721,179263,53
REST002172,4.3,935,30,27,18,17,251,228666,224901,49
REST002173,4.1,1635,59,34,21,25,238,247998,240977,51
REST002174,3.8,3321,89,45,20,5,178,125596,117675,42
REST002175,3.9,2631,71,50,17,5,183,75337,68840,47
REST002176,3.7,3232,52,42,22,12,253,33547,26969,69
REST002177,4.2,4036,34,36,23,24,243,68669,64538,42
REST002178,2.9,1183,75,52,17,7,152,153536,147836,44
REST002179,3.2,2462,80,54,18,7,123,114980,110060,49
REST002180,4.3,1860,61,44,19,23,184,220579,214967,65
REST002181,3.5,2148,78,43,18,8,106,116125,111991,41
REST002182,3.2,2117,33,26,21,6,100,109889,108239,54
REST002183,3.9,3830,91,57,23,9,214,101834,92097,48
REST002184,3.4,633,49,43,18,15,105,108916,106344,53
REST002185,3.4,2506,30,28,19,11,179,132375,129690,47
REST002186,3.4,2907,86,54,20,14,177,152928,145317,45
REST002187,4.1,4743,51,29,25,25,334,239227,230710,63
REST002188,4.4,3443,54,39,13,22,179,113527,108694,41
REST002189,3.9,4107,30,28,21,11,216,69621,66381,47
REST002190,3.9,3138,38,39,12,15,161,133320,130261,45
REST002191,4.5,438,60,45,22,19,294,215102,206282,59
REST002192,4.4,2308,95,49,23,13,259,200427,188124,52
REST002193,4,796,81,43,23,15,322,247940,234899,57
REST002194,4.3,2141,74,48,21,14,233,235057,226436,48
REST002195,4.1,1941,84,50,23,22,155,61942,55432,63
REST002196,3.6,1848,71,47,19,6,129,130194,125615,57
REST002197,4.5,3602,78,52,14,32,147,109858,104125,43
REST002198,3.9,712,41,28,22,11,260,268507,263177,48
REST002199,4.2,506,35,29,20,24,158,38804,36039,58
REST002200,3.6,1540,30,35,20,14,182,164382,161652,52
REST002201,3.9,3901,30,30,17,7,245,237512,233837,44
REST002202,4.1,2040,61,39,17,12,271,65229,56964,48
REST002203,4,3976,59,38,20,24,198,223660,217819,54
REST002204,4.1,4781,68,43,19,21,212,114537,107329,49
REST002205,3.8,101,46,31,20,12,95,81168,78983,52
REST002206,4.9,979,60,46,22,29,321,114924,105294,56
REST002207,3.7,4727,68,44,17,14,154,81549,76313,64
REST002208,4.2,1638,66,44,20,16,196,31360,24892,49
REST002209,3.8,2926,36,26,21,12,156,123979,121171,61
REST002210,3.8,4917,53,37,20,11,211,205260,199669,54
REST002211,4.5,4441,30,28,18,25,146,60817,58627,56
REST002212,3.5,3394,30,29,26,9,223,137131,133786,74
REST002213,4.5,2572,83,57,18,20,112,90186,85538,61
REST002214,4.2,713,40,38,23,23,147,98475,95535,50
REST002215,4,3167,52,30,22,25,124,78826,75602,50
REST002216,4,392,39,26,26,10,328,98787,92391,71
REST002217,3.7,4053,44,34,20,12,106,122366,120034,58
REST002218,3.9,3999,86,63,26,14,274,270076,258294,73
REST002219,3.5,3177,95,54,17,14,152,114174,106954,53
REST002220,3.7,1361,30,27,20,5,155,87172,84847,60
REST002221,4,1971,56,41,19,16,203,74815,69131,54
REST002222,4.2,2398,68,48,18,10,136,112858,108234,56
REST002223,3.8,409,64,54,17,14,195,132393,126153,56
REST002224,4.4,1938,87,46,14,24,177,39729,32029,44
REST002225,4.8,1019,40,28,16,40,188,110544,106784,48
REST002226,3.8,3693,66,47,23,8,282,288144,278838,68
REST002227,3.1,4500,31,37,20,13,114,19881,18114,61
REST002228,3.8,2413,62,50,14,8,128,26529,22561,41
REST002229,4.1,3030,75,44,18,11,186,110729,103754,40
REST002230,3.8,4465,48,42,13,11,158,151893,148101,54
REST002231,4.4,1672,68,41,15,22,145,184135,179205,54
REST002232,3.4,4078,54,40,17,5,98,55067,52421,56
REST002233,3.9,1069,71,42,16,12,141,93093,88088,47
REST002234,3.7,1939,60,34,14,10,129,45374,41504,41
REST002235,3.9,1905,48,46,18,11,153,97356,93684,53
REST002236,3.6,2921,74,49,16,11,160,166656,160736,52
REST002237,3.7,3857,64,41,18,8,193,200515,194339,62
REST002238,4.7,1013,91,53,19,36,296,149610,136142,41
REST002239,4.4,3566,33,28,22,15,260,77469,73179,64
REST002240,4.1,2673,70,44,21,10,266,254269,244959,58
REST002241,3.8,3677,30,28,17,11,252,281738,277958,53
REST002242,3.8,2458,37,34,18,10,150,35055,32280,54
REST002243,4.2,3317,37,26,19,10,195,170112,166504,59
REST002244,4.7,2903,65,48,19,25,135,21213,16826,65
REST002245,4.3,1324,51,38,24,15,360,236664,227484,75
REST002246,3.7,1762,51,30,19,5,201,104524,99398,47
REST002247,4.8,3524,44,32,17,34,144,128484,125316,64
REST002248,4.2,1387,91,57,23,16,126,48898,43165,47
REST002249,4.1,4836,82,57,18,18,169,81762,74833,53
REST002250,3.8,3258,31,32,19,9,219,160537,157143,64
REST002251,3.9,4468,30,40,17,9,163,102955,100510,46
REST002252,4.1,4797,72,41,18,18,152,174496,169024,53
REST002253,4,44,41,38,18,6,132,112786,110080,44
REST002254,3.9,3638,30,26,12,12,120,78038,76238,49
REST002255,3.4,91,92,57,14,8,140,32146,25706,53
REST002256,3.9,4690,75,46,22,10,204,76854,69204,58
REST002257,3.6,2594,48,33,20,12,207,181000,176032,50
REST002258,4.1,2334,94,57,17,16,211,253763,243846,47
REST002259,3.6,3756,65,48,22,13,170,28774,23249,56
REST002260,4.2,367,75,46,22,13,254,164637,155112,43
REST002261,4.1,716,47,35,17,21,143,174711,171351,48
REST002262,4.8,2420,83,47,20,25,226,231785,222406,47
REST002263,4.2,620,38,34,21,13,168,104185,100993,53
REST002264,4,1811,47,36,18,16,236,197583,192037,51
REST002265,3.6,2696,55,38,23,11,194,178509,173174,56
REST002266,4.6,2580,30,23,27,39,411,197419,191254,59
REST002267,3.4,1573,43,33,15,7,150,167917,164692,55
REST002268,3.7,2772,56,42,22,9,90,85644,83124,62
REST002269,4.2,1895,30,29,21,25,140,152296,150196,63
REST002270,3.6,4901,59,45,19,9,190,185757,180152,57
REST002271,3.5,987,51,47,22,12,98,90122,87623,46
REST002272,3.7,248,89,47,23,14,146,99941,93444,65
REST002273,4.1,2492,47,35,23,21,364,66146,57592,64
REST002274,3.6,3076,70,49,18,10,170,96325,90375,48
REST002275,3.6,2585,35,31,23,12,117,38558,36511,51
REST002276,4.1,618,83,42,23,25,183,45795,38201,52
REST002277,4.1,4035,42,31,23,11,242,118139,113057,46
REST002278,4.2,3852,52,32,17,19,247,82414,75992,53
REST002279,4,176,65,46,19,12,248,226190,218130,58
REST002280,4.4,532,63,51,22,16,274,132292,123661,55
REST002281,4.7,3944,83,37,22,37,277,128339,116844,46
REST002282,3.7,343,62,45,15,8,128,154496,150528,48
REST002283,4,2414,43,39,22,17,252,71154,65736,56
REST002284,4.5,1773,59,36,19,40,159,182624,177933,57
REST002285,4,1925,40,35,22,20,246,217400,212480,63
REST002286,4.2,4929,83,47,12,19,131,40232,34796,47
REST002287,4.9,536,48,45,19,24,279,187345,180649,45
REST002288,3.8,884,84,45,15,11,114,62112,57324,42
REST002289,4.1,3707,65,50,19,24,248,66491,58431,52
REST002290,4.1,4284,89,63,17,11,153,40128,33320,42
REST002291,3.7,3067,72,45,15,13,140,161007,155967,52
REST002292,3.3,1495,35,30,16,11,120,62294,60194,53
REST002293,4,2286,30,33,19,21,100,33129,31629,65
REST002294,4.5,3176,95,53,15,34,142,41641,34896,43
REST002295,4,4773,78,42,17,18,178,211859,204917,55
REST002296,3.9,4286,53,41,20,10,214,47422,41751,41
REST002297,4.2,3442,91,50,16,25,149,34168,27389,44
REST002298,4.1,747,62,44,13,14,171,27819,22518,55
REST002299,4.1,3571,30,22,19,16,122,130640,128810,46
REST002300,4.1,1671,57,44,22,22,178,204511,199438,51
REST002301,4.3,1318,55,31,23,24,156,163002,158712,59
REST002302,4.1,4797,66,44,16,18,142,37334,32648,40
REST002303,4.5,4334,41,34,18,23,230,70159,65444,54
REST002304,4.6,3044,30,29,21,37,183,66502,63757,47
REST002305,4,156,68,39,21,13,242,88516,80288,54
REST002306,3.6,3578,93,48,18,9,210,38572,28807,56
REST002307,4.3,2104,30,33,15,24,140,55097,52997,48
REST002308,3.7,2798,42,34,27,7,320,190150,183430,71
REST002309,3.9,3066,50,38,17,12,170,98628,94378,50
REST002310,3.7,2752,87,55,23,15,222,86324,76667,52
REST002311,3.8,1759,54,38,20,8,107,117700,114811,46
REST002312,4.3,253,36,34,24,17,259,109836,105174,74
REST002313,4.5,2630,51,38,17,36,217,167502,161968,54
REST002314,3.6,2495,30,29,20,9,200,49920,46920,51
REST002315,3.8,1729,76,43,15,13,150,87720,82020,51
REST002316,4.4,4925,90,50,20,14,281,45409,32764,49
REST002317,4.4,3398,71,43,25,11,302,134314,123593,60
REST002318,3.6,2744,81,48,16,11,155,128116,121839,49
REST002319,3.9,4918,30,16,23,8,207,29168,26063,57
REST002320,3.9,2146,30,27,21,7,209,187564,184429,51
REST002321,4.1,1819,35,41,19,11,100,27702,25952,62
REST002322,4,903,45,37,14,11,135,53289,50252,52
REST002323,3.7,1225,30,18,17,8,217,112028,108773,45
REST002324,4.4,3990,38,34,22,18,268,150926,145834,50
REST002325,4,1304,49,30,21,13,188,88369,83763,42
REST002326,4,762,30,23,21,12,137,89073,87018,51
REST002327,4.2,434,30,37,23,14,219,126135,122850,54
REST002328,3.8,1044,33,28,20,11,190,221160,218025,59
REST002329,3.9,4788,55,35,15,12,138,28034,24239,46
REST002330,3.9,2625,53,41,20,5,214,254403,248732,56
REST002331,4.1,1024,44,32,18,21,265,210563,204733,61
REST002332,3.4,364,30,27,18,10,114,90582,88872,45
REST002333,4.4,4624,77,44,23,16,145,20655,15072,52
REST002334,4.3,3600,68,44,22,20,230,177606,169786,44
